tis1099_subdistrict_code,parent_district_tis1099_code,parent_province_tis1099_code,name_en,name_th,centroid_lat,centroid_lon,postal_code
100101,1001,10,Phra Borom Maha Ratchawang,พระบรมมหาราชวัง,13.75147,100.49223,10200
100102,1001,10,Wang Burapha Phirom,วังบูรพาภิรมย์,13.74393,100.49868,10200
100103,1001,10,Wat Ratchabophit,วัดราชบพิธ,13.74992,100.49908,10200
100104,1001,10,Samran Rat,สำราญราษฎร์,13.7511,100.50333,10200
100105,1001,10,San Chaopho Suea,ศาลเจ้าพ่อเสือ,13.75396,100.49705,10200
100106,1001,10,Sao Chingcha,เสาชิงช้า,13.75338,100.5002,10200
100107,1001,10,Bowon Niwet,บวรนิเวศ,13.75737,100.50071,10200
100108,1001,10,Talat Yot,ตลาดยอด,13.7602,100.49746,10200
100109,1001,10,Chana Songkhram,ชนะสงคราม,13.76182,100.49474,10200
100110,1001,10,Ban Phan Thom,บ้านพานถม,13.76153,100.50326,10200
100111,1001,10,Bang Khun Phrom,บางขุนพรหม,13.76506,100.50546,10200
100112,1001,10,Wat Sam Phraya,วัดสามพระยา,13.76783,100.49907,10200
100201,1002,10,Dusit,ดุสิต,13.77288,100.5122,10300
100202,1002,10,Wachira Phayaban,วชิรพยาบาล,13.77819,100.50469,10300
100203,1002,10,Suan Chit Lada,สวนจิตรลดา,13.76716,100.52027,10300
100204,1002,10,Si Yaek Maha Nak,สี่แยกมหานาค,13.75634,100.5178,10300
100206,1002,10,Thanon Nakhon Chai Si,ถนนนครไชยศรี,13.78903,100.52243,10300
100301,1003,10,Krathum Rai,กระทุ่มราย,13.82453,100.88918,10530
100302,1003,10,Nong Chok,หนองจอก,13.8725,100.87182,10530
100303,1003,10,Khlong Sip,คลองสิบ,13.91254,100.82319,10530
100304,1003,10,Khlong Sip Song,คลองสิบสอง,13.91718,100.8805,10530
100305,1003,10,Khok Faet,โคกแฝด,13.83457,100.82726,10530
100306,1003,10,Khu Fang Nuea,คู้ฝั่งเหนือ,13.87255,100.81043,10530
100307,1003,10,Lam Phak Chi,ลำผักชี,13.79664,100.83045,10530
100308,1003,10,Lam Toiting,ลำต้อยติ่ง,13.78118,100.87428,10530
100401,1004,10,Maha Phruettharam,มหาพฤฒาราม,13.73362,100.52016,10500
100402,1004,10,Si Lom,สีลม,13.72423,100.52959,10500
100403,1004,10,Suriyawong,สุริยวงศ์,13.72673,100.52525,10500
100404,1004,10,Bang Rak,บางรัก,13.72477,100.51421,10500
100405,1004,10,Si Phraya,สี่พระยา,13.72948,100.52323,10500
100502,1005,10,Anusawari,อนุสาวรีย์,13.86918,100.60545,10220
100508,1005,10,Tha Raeng,ท่าแร้ง,13.86586,100.64808,10220
100601,1006,10,Khlong Chan,คลองจั่น,13.78724,100.63375,10240
100608,1006,10,Hua Mak,หัวหมาก,13.75415,100.64017,10240
100701,1007,10,Rong Mueang,รองเมือง,13.74453,100.51979,10330
100702,1007,10,Wang Mai,วังใหม่,13.74176,100.52658,10330
100703,1007,10,Pathum Wan,ปทุมวัน,13.74046,100.53459,10330
100704,1007,10,Lumphini,ลุมพินี,13.73639,100.54529,10330
100801,1008,10,Pom Prap,ป้อมปราบ,13.74385,100.51184,10100
100802,1008,10,Wat Thep Sirin,วัดเทพศิรินทร์,13.74866,100.51211,10100
100803,1008,10,Khlong Maha Nak,คลองมหานาค,13.75334,100.51342,10100
100804,1008,10,Ban Bat,บ้านบาตร,13.75169,100.50669,10100
100805,1008,10,Wat Sommanat,วัดโสมนัส,13.75889,100.51061,10100
100905,1009,10,Bang Chak,บางจาก,13.69171,100.61323,10260
100910,1009,10,Phra Khanong Tai,พระโขนงใต้,,,10260
101001,1010,10,Min Buri,มีนบุรี,13.80533,100.7274,10510
101002,1010,10,Saen Saep,แสนแสบ,13.81119,100.77644,10510
101101,1011,10,Lat Krabang,ลาดกระบัง,13.7225,100.7488,10520
101102,1011,10,Khlong Song Ton Nun,คลองสองต้นนุ่น,13.7512,100.7254,10520
101103,1011,10,Khlong Sam Prawet,คลองสามประเวศ,13.75324,100.75431,10520
101104,1011,10,Lam Pla Thio,ลำปลาทิว,13.76121,100.79471,10520
101105,1011,10,Thap Yao,ทับยาว,13.73559,100.82502,10520
101106,1011,10,Khum Thong,ขุมทอง,13.72547,100.85575,10520
101203,1012,10,Chong Nonsi,ช่องนนทรี,13.69816,100.545,10120
101204,1012,10,Bang Phongphang,บางโพงพาง,13.6828,100.53329,10120
101301,1013,10,Chakkrawat,จักรวรรดิ,13.74014,100.50317,10100
101302,1013,10,Samphanthawong,สัมพันธวงศ์,13.7407,100.50765,10100
101303,1013,10,Talat Noi,ตลาดน้อย,13.73501,100.513,10100
101401,1014,10,Sam Sen Nai,สามเสนใน,13.78264,100.54339,10400
101406,1014,10,Phaya Thai,พญาไท,,,10400
101501,1015,10,Wat Kanlaya,วัดกัลยาณ์,13.73674,100.49304,10600
101502,1015,10,Hiran Ruchi,หิรัญรูจี,13.7306,100.49005,10600
101503,1015,10,Bang Yi Ruea,บางยี่เรือ,13.72284,100.48597,10600
101504,1015,10,Bukkhalo,บุคคโล,13.71401,100.48514,10600
101505,1015,10,Talat Phlu,ตลาดพลู,13.71776,100.47483,10600
101506,1015,10,Dao Khanong,ดาวคะนอง,13.70312,100.48366,10600
101507,1015,10,Samre,สำเหร่,13.70958,100.4922,10600
101601,1016,10,Wat Arun,วัดอรุณ,13.74292,100.48676,10600
101602,1016,10,Wat Tha Phra,วัดท่าพระ,13.73434,100.47486,10600
101701,1017,10,Huai Khwang,ห้วยขวาง,13.76899,100.57528,10310
101702,1017,10,Bang Kapi,บางกะปิ,13.75208,100.58511,10310
101704,1017,10,Sam Sen Nok,สามเสนนอก,13.78406,100.58472,10310
101801,1018,10,Somdet Chao Phraya,สมเด็จเจ้าพระยา,13.7342,100.49831,10600
101802,1018,10,Khlong San,คลองสาน,13.73098,100.50354,10600
101803,1018,10,Bang Lamphu Lang,บางลำภูล่าง,13.71426,100.50138,10600
101804,1018,10,Khlong Ton Sai,คลองต้นไทร,13.72315,100.50415,10600
101901,1019,10,Khlong Chak Phra,คลองชักพระ,13.76403,100.45769,10170
101902,1019,10,Taling Chan,ตลิ่งชัน,13.79049,100.45093,10170
101903,1019,10,Chimphli,ฉิมพลี,13.78618,100.42838,10170
101904,1019,10,Bang Phrom,บางพรม,13.75399,100.43914,10170
101905,1019,10,Bang Ramat,บางระมาด,13.76807,100.42888,10170
101907,1019,10,Bang Chueak Nang,บางเชือกหนัง,13.74828,100.42677,10170
102004,1020,10,Sirirat,ศิริราช,13.75682,100.4824,10700
102005,1020,10,Ban Chang Lo,บ้านช่างหล่อ,13.75101,100.47585,10700
102006,1020,10,Bang Khun Non,บางขุนนนท์,13.77211,100.46708,10700
102007,1020,10,Bang Khun Si,บางขุนศรี,13.75804,100.46518,10700
102009,1020,10,Arun Ammarin,อรุณอมรินทร์,13.77256,100.47726,10700
102105,1021,10,Tha Kham,ท่าข้าม,13.57722,100.43748,10150
102107,1021,10,Samae Dam,แสมดำ,13.62616,100.41389,10150
102201,1022,10,Bang Wa,บางหว้า,13.70809,100.44053,10160
102202,1022,10,Bang Duan,บางด้วน,13.72415,100.43597,10160
102206,1022,10,Bang Chak,บางจาก,13.72852,100.45227,10160
102207,1022,10,Bang Waek,บางแวก,13.73677,100.44514,10160
102208,1022,10,Khlong Khwang,คลองขวาง,13.7374,100.42349,10160
102209,1022,10,Pak Khlong Phasi Charoen,ปากคลองภาษีเจริญ,13.72184,100.46337,10160
102210,1022,10,Khuha Sawan,คูหาสวรรค์,13.73463,100.45988,10160
102302,1023,10,Nong Khaem,หนองแขม,13.67842,100.35773,10160
102303,1023,10,Nong Khang Phlu,หนองค้างพลู,13.71387,100.35021,10160
102401,1024,10,Rat Burana,ราษฎร์บูรณะ,13.67085,100.51014,10140
102402,1024,10,Bang Pa Kok,บางปะกอก,13.67475,100.49153,10140
102501,1025,10,Bang Phlat,บางพลัด,13.78968,100.49035,10700
102502,1025,10,Bang O,บางอ้อ,13.80031,100.50765,10700
102503,1025,10,Bang Bamru,บางบำหรุ,13.78184,100.48157,10700
102504,1025,10,Bang Yi Khan,บางยี่ขัน,13.77407,100.49252,10700
102601,1026,10,Din Daeng,ดินแดง,13.77637,100.56147,10400
102602,1026,10,Ratchadaphisek,รัชดาภิเษก,,,10400
102701,1027,10,Khlong Kum,คลองกุ่ม,13.79315,100.65975,10240
102704,1027,10,Nawamin,นวมินทร์,13.80767,100.63922,10240
102705,1027,10,Nuan Chan,นวลจันทร์,13.82829,100.64466,10240
102801,1028,10,Thung Wat Don,ทุ่งวัดดอน,13.71577,100.52065,10120
102802,1028,10,Yan Nawa,ยานนาวา,13.70842,100.52704,10120
102803,1028,10,Thung Maha Mek,ทุ่งมหาเมฆ,13.71793,100.54224,10120
102901,1029,10,Bang Sue,บางซื่อ,13.80853,100.52761,10800
102902,1029,10,Wong Sawang,วงศ์สว่าง,13.82772,100.52658,10800
103001,1030,10,Lat Yao,ลาดยาว,13.8426,100.56132,10900
103002,1030,10,Sena Nikhom,เสนานิคม,13.84169,100.58352,10900
103003,1030,10,Chan Kasem,จันทรเกษม,13.81859,100.57995,10900
103004,1030,10,Chom Phon,จอมพล,13.80692,100.56438,10900
103005,1030,10,Chatuchak,จตุจักร,13.81497,100.54909,10900
103101,1031,10,Bang Kho Laem,บางคอแหลม,13.69733,100.50033,10120
103102,1031,10,Wat Phraya Krai,วัดพระยาไกร,13.70712,100.50886,10120
103103,1031,10,Bang Khlo,บางโคล่,13.69406,100.51666,10120
103201,1032,10,Prawet,ประเวศ,13.7167,100.68246,10250
103202,1032,10,Nong Bon,หนองบอน,13.68739,100.655,10250
103203,1032,10,Dok Mai,ดอกไม้,13.68,100.68841,10250
103301,1033,10,Khlong Toei,คลองเตย,13.71854,100.56364,10110
103302,1033,10,Khlong Tan,คลองตัน,13.72392,100.57307,10110
103303,1033,10,Phra Khanong,พระโขนง,13.7091,100.58623,10110
103401,1034,10,Suan Luang,สวนหลวง,13.72434,100.62858,10250
103402,1034,10,On Nut,อ่อนนุช,,,10250
103403,1034,10,Phatthanakan,พัฒนาการ,,,10250
103501,1035,10,Bang Khun Thian,บางขุนเทียน,13.6958,100.45133,10150
103502,1035,10,Bang Kho,บางค้อ,13.70662,100.46997,10150
103503,1035,10,Bang Mot,บางมด,13.67282,100.47079,10150
103504,1035,10,Chom Thong,จอมทอง,13.68811,100.46685,10150
103602,1036,10,Si Kan,สีกัน,13.94042,100.58693,10210
103604,1036,10,Don Mueang,ดอนเมือง,13.91481,100.57906,10210
103605,1036,10,Sanambin,สนามบิน,13.92002,100.6079,10210
103701,1037,10,Thung Phaya Thai,ทุ่งพญาไท,13.763,100.52979,10400
103702,1037,10,Thanon Phaya Thai,ถนนพญาไท,13.75739,100.5385,10400
103703,1037,10,Thanon Phetchaburi,ถนนเพชรบุรี,13.75221,100.52805,10400
103704,1037,10,Makkasan,มักกะสัน,13.75393,100.5521,10400
103801,1038,10,Lat Phrao,ลาดพร้าว,13.821,100.60902,10230
103802,1038,10,Chorakhe Bua,จรเข้บัว,13.84239,100.60682,10230
103901,1039,10,Khlong Toei Nuea,คลองเตยเหนือ,13.74262,100.56087,10110
103902,1039,10,Khlong Tan Nuea,คลองตันเหนือ,13.7331,100.58543,10110
103903,1039,10,Phra Khanong Nuea,พระโขนงเหนือ,13.71543,100.59833,10110
104001,1040,10,Bang Khae,บางแค,13.69635,100.41632,10160
104002,1040,10,Bang Khae Nuea,บางแคเหนือ,13.7198,100.39719,10160
104003,1040,10,Bang Phai,บางไผ่,13.73693,100.39054,10160
104004,1040,10,Lak Song,หลักสอง,13.69278,100.39289,10160
104101,1041,10,Thung Song Hong,ทุ่งสองห้อง,13.88026,100.56217,10210
104102,1041,10,Talat Bang Khen,ตลาดบางเขน,13.87187,100.58109,10210
104201,1042,10,Sai Mai,สายไหม,13.92304,100.64713,10220
104202,1042,10,O Ngoen,ออเงิน,13.89512,100.67118,10220
104203,1042,10,Khlong Thanon,คลองถนน,13.89807,100.63129,10220
104301,1043,10,Khan Na Yao,คันนายาว,13.81287,100.68826,10230
104302,1043,10,Ram Inthra,รามอินทรา,13.82325,100.66885,10230
104401,1044,10,Saphan Sung,สะพานสูง,13.76152,100.68941,10240
104402,1044,10,Rat Phatthana,ราษฎร์พัฒนา,,,10240
104403,1044,10,Thap Chang,ทับช้าง,,,10250
104501,1045,10,Wang Thonglang,วังทองหลาง,13.78075,100.59812,10310
104502,1045,10,Saphan Song,สะพานสอง,13.79491,100.6012,10310
104503,1045,10,Khlong Chaokhun Sing,คลองเจ้าคุณสิงห์,13.78725,100.61751,10310
104504,1045,10,Phlapphla,พลับพลา,13.7679,100.61334,10310
104601,1046,10,Sam Wa Tawan Tok,สามวาตะวันตก,13.88874,100.70662,10510
104602,1046,10,Sam Wa Tawan Ok,สามวาตะวันออก,13.89681,100.76042,10510
104603,1046,10,Bang Chan,บางชัน,13.84397,100.70437,10510
104604,1046,10,Sai Kong Din,ทรายกองดิน,13.85324,100.7431,10510
104605,1046,10,Sai Kong Din Tai,ทรายกองดินใต้,13.85114,100.77201,10510
104702,1047,10,Bang Na Nuea,บางนาเหนือ,,,10260
104703,1047,10,Bang Na Tai,บางนาใต้,,,10260
104801,1048,10,Thawi Watthana,ทวีวัฒนา,13.75427,100.36298,10170
104802,1048,10,Sala Thammasop,ศาลาธรรมสพน์,13.78475,100.37123,10170
104901,1049,10,Bang Mot,บางมด,13.64963,100.49223,10140
104902,1049,10,Thung Khru,ทุ่งครุ,13.61998,100.49843,10140
105002,1050,10,Bang Bon Nuea,บางบอนเหนือ,,,10150
105003,1050,10,Bang Bon Tai,บางบอนใต้,,,10150
105004,1050,10,Khlong Bang Phran,คลองบางพราน,,,10150
105005,1050,10,Khlong Bang Bon,คลองบางบอน,,,10150
110101,1101,11,Pak Nam,ปากน้ำ,13.59405,100.5966,10270
110102,1101,11,Samrong Nuea,สำโรงเหนือ,13.6483,100.61742,10270
110103,1101,11,Bang Mueang,บางเมือง,13.60659,100.62148,10270
110104,1101,11,Thai Ban,ท้ายบ้าน,13.55661,100.60217,10280
110108,1101,11,Bang Pu Mai,บางปูใหม่,13.53021,100.66912,10280
110110,1101,11,Phraek Sa,แพรกษา,13.57361,100.64705,10280
110111,1101,11,Bang Prong,บางโปรง,13.62308,100.56491,10270
110112,1101,11,Bang Pu,บางปู,13.5082,100.74929,10270
110113,1101,11,Bang Duan,บางด้วน,13.61989,100.5797,10270
110114,1101,11,Bang Mueang Mai,บางเมืองใหม่,13.62271,100.60148,10270
110115,1101,11,Thepharak,เทพารักษ์,13.62514,100.6295,10270
110116,1101,11,Thai Ban Mai,ท้ายบ้านใหม่,13.57094,100.6167,10280
110117,1101,11,Phraek Sa Mai,แพรกษาใหม่,13.57263,100.67781,10280
110201,1102,11,Bang Bo,บางบ่อ,13.60093,100.86207,10560
110202,1102,11,Ban Rakat,บ้านระกาศ,13.596,100.89085,10560
110203,1102,11,Bang Phli Noi,บางพลีน้อย,13.61005,100.91384,10560
110204,1102,11,Bang Phriang,บางเพรียง,13.54903,100.80468,10560
110205,1102,11,Khlong Dan,คลองด่าน,13.51451,100.82825,10550
110206,1102,11,Khlong Suan,คลองสวน,13.65772,100.92576,10560
110207,1102,11,Preng,เปร็ง,13.66613,100.88087,10560
110208,1102,11,Khlong Niyom Yattra,คลองนิยมยาตรา,13.62978,100.93922,10560
110301,1103,11,Bang Phli Yai,บางพลีใหญ่,13.6172,100.69809,10540
110302,1103,11,Bang Kaeo,บางแก้ว,13.64266,100.6636,10540
110303,1103,11,Bang Pla,บางปลา,13.56041,100.7381,10540
110304,1103,11,Bang Chalong,บางโฉลง,13.62632,100.75637,10540
110308,1103,11,Racha Thewa,ราชาเทวะ,13.6814,100.73026,10540
110309,1103,11,Nong Prue,หนองปรือ,13.68237,100.76926,10540
110401,1104,11,Talat,ตลาด,13.65706,100.53289,10130
110402,1104,11,Bang Phueng,บางพึ่ง,13.65731,100.52282,10130
110403,1104,11,Bang Chak,บางจาก,13.61553,100.53657,10130
110404,1104,11,Bang Khru,บางครุ,13.63126,100.52809,10130
110405,1104,11,Bang Ya Phraek,บางหญ้าแพรก,13.645,100.54697,10130
110406,1104,11,Bang Hua Suea,บางหัวเสือ,13.63011,100.55515,10130
110407,1104,11,Samrong Tai,สำโรงใต้,13.64038,100.57623,10130
110408,1104,11,Bang Yo,บางยอ,13.67909,100.55808,10130
110409,1104,11,Bang Kachao,บางกะเจ้า,13.69594,100.56112,10130
110410,1104,11,Bang Nam Phueng,บางน้ำผึ้ง,13.67963,100.57841,10130
110411,1104,11,Bang Krasop,บางกระสอบ,13.66614,100.56601,10130
110412,1104,11,Bang Ko Bua,บางกอบัว,13.69229,100.57495,10130
110413,1104,11,Song Khanong,ทรงคนอง,13.66576,100.54393,10130
110414,1104,11,Samrong,สำโรง,13.65982,100.58381,10130
110415,1104,11,Samrong Klang,สำโรงกลาง,13.65182,100.5734,10130
110501,1105,11,Na Kluea,นาเกลือ,13.53271,100.49565,10290
110502,1105,11,Ban Khlong Suan,บ้านคลองสวน,13.57435,100.47771,10290
110503,1105,11,Laem Fa Pha,แหลมฟ้าผ่า,13.54496,100.56132,10290
110504,1105,11,Pak Khlong Bang Pla Kot,ปากคลองบางปลากด,13.60351,100.5688,10290
110505,1105,11,Nai Khlong Bang Pla Kot,ในคลองบางปลากด,13.58792,100.53811,10290
110601,1106,11,Bang Sao Thong,บางเสาธง,13.62307,100.82196,10570
110602,1106,11,Sisa Chorakhe Noi,ศีรษะจรเข้น้อย,13.69221,100.80632,10570
110603,1106,11,Sisa Chorakhe Yai,ศีรษะจรเข้ใหญ่,13.63547,100.79953,10570
120101,1201,12,Suan Yai,สวนใหญ่,13.84005,100.49303,11000
120102,1201,12,Talat Khwan,ตลาดขวัญ,13.84785,100.50506,11000
120103,1201,12,Bang Khen,บางเขน,13.84845,100.5292,11000
120104,1201,12,Bang Kraso,บางกระสอ,13.86865,100.50353,11000
120105,1201,12,Tha Sai,ท่าทราย,13.88071,100.51774,11000
120106,1201,12,Bang Phai,บางไผ่,13.82348,100.49177,11000
120107,1201,12,Bang Si Mueang,บางศรีเมือง,13.83702,100.47584,11000
120108,1201,12,Bang Krang,บางกร่าง,13.84419,100.4497,11000
120109,1201,12,Sai Ma,ไทรม้า,13.87291,100.47297,11000
120110,1201,12,Bang Rak Noi,บางรักน้อย,13.87203,100.4581,11000
120201,1202,12,Wat Chalo,วัดชลอ,13.80218,100.47126,11130
120202,1202,12,Bang Kruai,บางกรวย,13.80708,100.49689,11130
120203,1202,12,Bang Si Thong,บางสีทอง,13.81613,100.47921,11130
120204,1202,12,Bang Khanun,บางขนุน,13.81448,100.45906,11130
120205,1202,12,Bang Khun Kong,บางขุนกอง,13.82215,100.44263,11130
120206,1202,12,Bang Khu Wiang,บางคูเวียง,13.82217,100.41705,11130
120207,1202,12,Mahasawat,มหาสวัสดิ์,13.80575,100.43406,11130
120208,1202,12,Plai Bang,ปลายบาง,13.8124,100.40246,11130
120209,1202,12,Sala Klang,ศาลากลาง,13.81392,100.36077,11130
120301,1203,12,Bang Muang,บางม่วง,13.83647,100.39576,11140
120302,1203,12,Bang Mae Nang,บางแม่นาง,13.86838,100.38145,11140
120303,1203,12,Bang Len,บางเลน,13.8535,100.43381,11140
120304,1203,12,Sao Thong Hin,เสาธงหิน,13.86951,100.4094,11140
120305,1203,12,Bang Yai,บางใหญ่,13.83393,100.34639,11140
120306,1203,12,Ban Mai,บ้านใหม่,13.85958,100.33344,11140
120401,1204,12,Sano Loi,โสนลอย,13.91322,100.42121,11110
120402,1204,12,Bang Bua Thong,บางบัวทอง,13.95485,100.38134,11110
120403,1204,12,Bang Rak Yai,บางรักใหญ่,13.87444,100.43831,11110
120404,1204,12,Bang Khu Rat,บางคูรัด,13.90667,100.35243,11110
120405,1204,12,Lahan,ละหาร,13.95766,100.40822,11110
120406,1204,12,Lam Pho,ลำโพ,13.95631,100.4308,11110
120407,1204,12,Phimonrat,พิมลราช,13.9233,100.39181,11110
120408,1204,12,Bang Rak Phatthana,บางรักพัฒนา,13.89469,100.40959,11110
120501,1205,12,Sai Noi,ไทรน้อย,13.97043,100.33589,11150
120502,1205,12,Rat Niyom,ราษฎร์นิยม,14.08291,100.32195,11150
120503,1205,12,Nong Phrao Ngai,หนองเพรางาย,13.90235,100.30788,11150
120504,1205,12,Sai Yai,ไทรใหญ่,14.08405,100.29003,11150
120505,1205,12,Khun Si,ขุนศรี,14.00728,100.28623,11150
120506,1205,12,Khlong Khwang,คลองขวาง,14.01559,100.32396,11150
120507,1205,12,Thawi Watthana,ทวีวัฒนา,13.94363,100.31342,11150
120601,1206,12,Pak Kret,ปากเกร็ด,13.91165,100.50709,11120
120602,1206,12,Bang Talat,บางตลาด,13.89371,100.52444,11120
120603,1206,12,Ban Mai,บ้านใหม่,13.93201,100.54508,11120
120604,1206,12,Bang Phut,บางพูด,13.92709,100.51622,11120
120605,1206,12,Bang Tanai,บางตะไนย์,13.93238,100.49099,11120
120606,1206,12,Khlong Phra Udom,คลองพระอุดม,13.92832,100.4781,11120
120607,1206,12,Tha It,ท่าอิฐ,13.89692,100.46983,11120
120608,1206,12,Ko Kret,เกาะเกร็ด,13.91006,100.48043,11120
120609,1206,12,Om Kret,อ้อมเกร็ด,13.90991,100.45327,11120
120610,1206,12,Khlong Khoi,คลองข่อย,13.96542,100.4424,11120
120611,1206,12,Bang Phlap,บางพลับ,13.92976,100.4564,11120
120612,1206,12,Khlong Kluea,คลองเกลือ,13.90326,100.54426,11120
130101,1301,13,Bang Prok,บางปรอก,14.01726,100.53392,12000
130102,1301,13,Ban Mai,บ้านใหม่,13.96402,100.5554,12000
130103,1301,13,Ban Klang,บ้านกลาง,14.00811,100.55662,12000
130104,1301,13,Ban Chang,บ้านฉาง,14.0207,100.5127,12000
130105,1301,13,Ban Krachaeng,บ้านกระแชง,14.0322,100.55434,12000
130106,1301,13,Bang Khayaeng,บางขะแยง,13.9624,100.52325,12000
130107,1301,13,Bang Khu Wat,บางคูวัด,13.96406,100.49165,12000
130108,1301,13,Bang Luang,บางหลวง,14.00946,100.49084,12000
130109,1301,13,Bang Duea,บางเดื่อ,13.99246,100.4937,12000
130110,1301,13,Bang Phut,บางพูด,14.04575,100.58295,12000
130111,1301,13,Bang Phun,บางพูน,13.98849,100.58554,12000
130112,1301,13,Bang Kadi,บางกะดี,13.98396,100.54571,12000
130113,1301,13,Suan Phrik Thai,สวนพริกไทย,14.01705,100.58181,12000
130114,1301,13,Lak Hok,หลักหก,13.96462,100.58803,12000
130201,1302,13,Khlong Nueng,คลองหนึ่ง,14.07447,100.61128,12120
130202,1302,13,Khlong Song,คลองสอง,14.08009,100.64223,12120
130203,1302,13,Khlong Sam,คลองสาม,14.08656,100.66423,12120
130204,1302,13,Khlong Si,คลองสี่,14.09706,100.68706,12120
130205,1302,13,Khlong Ha,คลองห้า,14.10678,100.70978,12120
130206,1302,13,Khlong Hok,คลองหก,14.1174,100.73236,12120
130207,1302,13,Khlong Chet,คลองเจ็ด,14.12575,100.74956,12120
130301,1303,13,Pracha Thipat,ประชาธิปัตย์,13.98771,100.63328,12130
130302,1303,13,Bueng Yitho,บึงยี่โถ,14.00062,100.68604,12130
130303,1303,13,Rangsit,รังสิต,14.01938,100.73204,12110
130304,1303,13,Lam Phak Kut,ลำผักกูด,14.03703,100.77815,12110
130305,1303,13,Bueng Sanan,บึงสนั่น,14.05208,100.82354,12110
130306,1303,13,Bueng Nam Rak,บึงน้ำรักษ์,14.07182,100.88039,12110
130401,1304,13,Bueng Ba,บึงบา,14.11273,100.823,12170
130402,1304,13,Bueng Bon,บึงบอน,14.08743,100.77842,12170
130403,1304,13,Bueng Ka Sam,บึงกาสาม,14.20089,100.82417,12170
130404,1304,13,Bueng Cham O,บึงชำอ้อ,14.17202,100.778,12170
130405,1304,13,Nong Sam Wang,หนองสามวัง,14.12866,100.88004,12170
130406,1304,13,Sala Khru,ศาลาครุ,14.21714,100.90523,12170
130407,1304,13,Noppharat,นพรัตน์,14.22344,100.86489,12170
130501,1305,13,Rahaeng,ระแหง,14.0548,100.40169,12140
130502,1305,13,Lat Lum Kaeo,ลาดหลุมแก้ว,14.01187,100.4068,12140
130503,1305,13,Khu Bang Luang,คูบางหลวง,14.04522,100.46538,12140
130504,1305,13,Khu Khwang,คูขวาง,14.0706,100.43758,12140
130505,1305,13,Khlong Phra Udom,คลองพระอุดม,13.99302,100.44839,12140
130506,1305,13,Bo Ngoen,บ่อเงิน,14.09542,100.39269,12140
130507,1305,13,Na Mai,หน้าไม้,14.04261,100.35873,12140
130601,1306,13,Khu Khot,คูคต,13.9576,100.64091,12130
130602,1306,13,Lat Sawai,ลาดสวาย,13.95384,100.68527,12150
130603,1306,13,Bueng Kham Phoi,บึงคำพร้อย,13.96131,100.72892,12150
130604,1306,13,Lam Luk Ka,ลำลูกกา,13.97317,100.77419,12150
130605,1306,13,Bueng Thong Lang,บึงทองหลาง,13.98488,100.82014,12150
130606,1306,13,Lam Sai,ลำไทร,13.97281,100.86133,12150
130607,1306,13,Bueng Kho Hai,บึงคอไห,14.03209,100.88297,12150
130608,1306,13,Phuet Udom,พืชอุดม,13.97587,100.89793,12150
130701,1307,13,Bang Toei,บางเตย,14.07677,100.48072,12160
130702,1307,13,Khlong Khwai,คลองควาย,14.0952,100.48195,12160
130703,1307,13,Sam Khok,สามโคก,14.05349,100.52875,12160
130704,1307,13,Krachaeng,กระแชง,14.04478,100.54265,12160
130705,1307,13,Bang Pho Nuea,บางโพธิ์เหนือ,14.04114,100.51783,12160
130706,1307,13,Chiang Rak Yai,เชียงรากใหญ่,14.05294,100.56699,12160
130707,1307,13,Ban Pathum,บ้านปทุม,14.07311,100.56328,12160
130708,1307,13,Ban Ngio,บ้านงิ้ว,14.08207,100.53877,12160
130709,1307,13,Chiang Rak Noi,เชียงรากน้อย,14.1043,100.56726,12160
130710,1307,13,Bang Krabue,บางกระบือ,14.10123,100.52944,12160
130711,1307,13,Thai Ko,ท้ายเกาะ,14.11019,100.50831,12160
140101,1401,14,Pratu Chai,ประตูชัย,14.35127,100.56088,13000
140102,1401,14,Kamang,กะมัง,14.34393,100.58034,13000
140103,1401,14,Ho Rattana Chai,หอรัตนไชย,14.35323,100.57686,13000
140104,1401,14,Hua Ro,หัวรอ,14.3672,100.57749,13000
140105,1401,14,Tha Wasukri,ท่าวาสุกรี,14.36061,100.55672,13000
140106,1401,14,Phai Ling,ไผ่ลิง,14.35344,100.594,13000
140107,1401,14,Pak Kran,ปากกราน,14.31294,100.53209,13000
140108,1401,14,Phu Khao Thong,ภูเขาทอง,14.36526,100.54208,13000
140109,1401,14,Samphao Lom,สำเภาล่ม,14.33746,100.56493,13000
140110,1401,14,Suan Phrik,สวนพริก,14.39055,100.55789,13000
140111,1401,14,Khlong Takhian,คลองตะเคียน,14.3275,100.56122,13000
140112,1401,14,Wat Tum,วัดตูม,14.38984,100.54033,13000
140113,1401,14,Han Tra,หันตรา,14.37236,100.603,13000
140114,1401,14,Lumphli,ลุมพลี,14.37414,100.55036,13000
140115,1401,14,Ban Mai,บ้านใหม่,14.38836,100.51918,13000
140116,1401,14,Ban Ko,บ้านเกาะ,14.39054,100.58367,13000
140117,1401,14,Khlong Suan Phu,คลองสวนพลู,14.33327,100.60584,13000
140118,1401,14,Khlong Sa Bua,คลองสระบัว,14.37053,100.56182,13000
140119,1401,14,Ko Rian,เกาะเรียน,14.31856,100.58033,13000
140120,1401,14,Ban Pom,บ้านป้อม,14.34804,100.52823,13000
140121,1401,14,Ban Run,บ้านรุน,14.31326,100.55839,13000
