tis1099_district_code,parent_province_tis1099_code,name_en,name_th,centroid_lat,centroid_lon,area_km2,bbox_minlat,bbox_minlon,bbox_maxlat,bbox_maxlon,num_tambon,postal_code_prefixes,notes
9204,92,Palian,ปะเหลียน,7.25442,99.76712,852.7,7.11396,99.56802,7.37654,99.94856,10,9212|9214|9218,
9205,92,Sikao,สิเกา,7.59321,99.35533,450.5,7.40149,99.25948,7.8251,99.51945,5,9200|9215,
9206,92,Huai Yot,ห้วยยอด,7.7904,99.6094,780.8,7.64864,99.43578,7.92663,99.81112,16,9213|9219|9221,
9207,92,Wang Wiset,วังวิเศษ,7.75211,99.40936,491.0,7.56294,99.2942,7.94497,99.54898,5,9200|9222,
9208,92,Na Yong,นาโยง,7.56143,99.73871,234.4,7.47278,99.66757,7.64457,99.82065,6,9217,
9209,92,Ratsada,รัษฎา,7.94059,99.67208,200.6,7.84582,99.56259,8.00783,99.75308,5,9213|9216,
9210,92,Hat Samran,หาดสำราญ,7.23738,99.58558,151.8,7.13669,99.52235,7.32111,99.64169,3,9212,
9301,93,Mueang Phatthalung,เมืองพัทลุง,7.61443,100.10784,453.1,7.43916,99.98718,7.73799,100.23331,14,9300,
9302,93,Kong Ra,กงหรา,7.42845,99.94941,301.9,7.31351,99.85013,7.52992,100.03059,5,9300|9318,
9303,93,Khao Chaison,เขาชัยสน,7.47363,100.12935,366.3,7.35686,100.01217,7.57568,100.27618,5,9313,
9304,93,Tamot,ตะโหมด,7.282,100.03355,304.5,7.19856,99.93986,7.36018,100.13479,3,9316,
9305,93,Khuan Khanun,ควนขนุน,7.76092,100.05273,563.2,7.63834,99.90614,7.87648,100.21844,12,9311|9315,
9306,93,Pak Phayun,ปากพะยูน,7.37209,100.31708,492.6,7.23135,100.19647,7.52782,100.40864,7,9312,
9307,93,Si Banphot,ศรีบรรพต,7.68826,99.8646,245.8,7.59779,99.78771,7.79136,99.97738,3,9319,
9308,93,Pa Bon,ป่าบอน,7.23224,100.14078,437.0,7.09033,99.95809,7.38222,100.31673,5,9317,
9309,93,Bang Kaeo,บางแก้ว,7.42425,100.19264,146.2,7.3589,100.10871,7.4784,100.28163,3,9314,
9310,93,Pa Phayom,ป่าพะยอม,7.82697,99.84926,270.4,7.74354,99.73825,7.89288,99.9851,4,9311,
9311,93,Srinagarindra,ศรีนครินทร์,7.56214,99.90085,263.0,7.47307,99.80066,7.64303,99.98905,4,9300,
9401,94,Mueang Pattani,เมืองปัตตานี,6.85611,101.26216,92.7,6.8029,101.19248,6.90097,101.32416,13,9400,
9402,94,Khok Pho,โคกโพธิ์,6.70596,101.12007,286.5,6.60626,101.01762,6.80149,101.22403,12,9412|9418,
9403,94,Nong Chik,หนองจิก,6.79996,101.17054,229.5,6.69518,101.05437,6.86609,101.26646,12,9417,
9404,94,Panare,ปะนาเระ,6.80643,101.51415,154.8,6.73395,101.45664,6.88279,101.59532,10,9413|9419,
9405,94,Mayo,มายอ,6.70798,101.40003,232.4,6.59937,101.31837,6.77382,101.50124,13,9414|9419,
9406,94,Thung Yang Daeng,ทุ่งยางแดง,6.6319,101.45182,123.3,6.56958,101.37264,6.71262,101.51071,4,9414,
9407,94,Sai Buri,สายบุรี,6.69906,101.57793,196.6,6.62637,101.48666,6.78171,101.66378,11,9411|9419,
9408,94,Mai Kaen,ไม้แก่น,6.61972,101.67695,42.5,6.5689,101.6314,6.67155,101.72484,4,9422,
9409,94,Yaring,ยะหริ่ง,6.83338,101.3912,197.8,6.77026,101.32155,6.90573,101.46143,18,9415|9419,
9410,94,Yarang,ยะรัง,6.69388,101.3105,216.4,6.5572,101.25246,6.84344,101.38244,12,9416,
9411,94,Kapho,กะพ้อ,6.61801,101.54608,68.3,6.5656,101.50236,6.67592,101.59243,3,9423,
9412,94,Mae Lan,แม่ลาน,6.66933,101.22789,73.0,6.60626,101.18431,6.72328,101.28036,3,9418,
9501,95,Mueang Yala,เมืองยะลา,6.55686,101.23867,327.1,6.4465,101.09022,6.68188,101.35487,14,9500|9516,
9502,95,Betong,เบตง,5.86314,101.22938,1341.5,5.61304,100.98964,6.05778,101.50222,5,9511,
9503,95,Bannang Sata,บันนังสตา,6.25794,101.2769,569.4,6.13041,101.10153,6.39173,101.39844,6,9513,
9504,95,Than To,ธารโต,6.08526,101.25392,710.2,5.8944,101.05844,6.21556,101.47794,4,9515|9517,
9505,95,Yaha,ยะหา,6.40843,101.11578,580.9,6.24871,100.96896,6.60821,101.22618,7,9512,
9506,95,Raman,รามัน,6.49277,101.43823,509.6,6.33556,101.30385,6.6037,101.59243,16,9514,
9507,95,Kabang,กาบัง,6.36428,100.97176,350.1,6.23159,100.84104,6.48633,101.07834,2,9512,
9508,95,Krong Pinang,กรงปินัง,6.41405,101.25567,131.5,6.34093,101.19941,6.48363,101.32561,4,9500,
9601,96,Mueang Narathiwat,เมืองนราธิวาส,6.39618,101.81326,326.9,6.28318,101.70931,6.57686,101.9188,7,9600,
9602,96,Tak Bai,ตากใบ,6.24173,101.99881,284.8,6.10489,101.91635,6.37285,102.08905,8,9611,
9603,96,Tak Bai,บาเจาะ,6.55106,101.64615,183.9,6.47204,101.58668,6.63514,101.71593,6,9617,
9604,96,Yi-Ngo,ยี่งอ,6.42001,101.69978,191.2,6.34739,101.63592,6.49995,101.78569,6,9618,
9605,96,Ra-Ngae,ระแงะ,6.25704,101.70371,390.3,6.11758,101.60099,6.36896,101.82212,7,9613|9622,
9606,96,Rueso,รือเสาะ,6.37063,101.51391,499.8,6.23143,101.3878,6.51208,101.63634,9,9615,
9607,96,Si Sakhon,ศรีสาคร,6.18427,101.52098,515.8,6.05408,101.39391,6.31784,101.62829,6,9621,
9608,96,Waeng,แว้ง,5.90493,101.87056,313.9,5.76731,101.79542,6.01572,101.94817,6,9616,
9609,96,Sukhirin,สุคิริน,5.91975,101.73485,505.3,5.75603,101.61769,6.08755,101.82517,5,9619,
9610,96,Su-Ngai Kolok,สุไหงโก-ลก,6.07388,101.98727,124.9,5.99059,101.92456,6.15106,102.06406,4,9612,
9611,96,Su-Ngai Padi,สุไหงปาดี,6.10689,101.89187,374.9,5.9772,101.79932,6.27785,102.02271,6,9614,
9612,96,Chanae,จะแนะ,6.04191,101.61976,567.5,5.88968,101.47059,6.18769,101.80505,4,9622,
9613,96,Cho-Airong,เจาะไอร้อง,6.22527,101.83675,195.6,6.12411,101.76061,6.2985,101.91713,3,9613,
